event_id,domain_id,event_name,description,environment,frequency,related_domains,display_order,status,source_file
SHOP-034,DOM-SHOP,التسوق من محل الجزار المستقل,شراء اللحوم الطازجة من محل الجزار خارج السوبرماركت,محل الجزار,أسبوعيًا,المطبخ، الصحة,34,معتمد مبدئيًا,Pasted text(51).txt
SHOP-035,DOM-SHOP,التسوق من بائع متجول أو سوق شعبي,شراء منتجات من بائعين متجولين أو أسواق شعبية,السوق/الشارع,موسميًا,المجتمع، الميزانية,35,معتمد مبدئيًا,Pasted text(51).txt
SHOP-036,DOM-SHOP,اختيار المنتجات من الرفوف,قراءة المنتجات واختيار ما يناسب من الرفوف المعروضة,المتجر,أسبوعيًا,إدارة المنزل,36,معتمد مبدئيًا,Pasted text(51).txt
SHOP-037,DOM-SHOP,قراءة ملصقات المكونات والتغذية,قراءة المعلومات الغذائية والمكونات على الملصق قبل الشراء,المتجر,أسبوعيًا,الصحة، المطبخ,37,معتمد مبدئيًا,Pasted text(51).txt
SHOP-038,DOM-SHOP,التحقق من تاريخ الصلاحية,التأكد من تاريخ الانتهاء على المنتجات الغذائية والمعلبات,المتجر,أسبوعيًا,الصحة، إدارة المنزل,38,معتمد مبدئيًا,Pasted text(51).txt
SHOP-039,DOM-SHOP,مقارنة الأسعار بين الماركات,مقارنة سعر المنتجات بين ماركات مختلفة على نفس الرف,المتجر,أسبوعيًا,الميزانية، إدارة المنزل,39,معتمد مبدئيًا,Pasted text(51).txt
SHOP-040,DOM-SHOP,مقارنة الأسعار بين المتاجر,زيارة متاجر مختلفة للمقارنة قبل اتخاذ قرار الشراء,عدة متاجر,عند الحاجة,الميزانية، إدارة المنزل,40,معتمد مبدئيًا,Pasted text(51).txt
SHOP-041,DOM-SHOP,استخدام عربة التسوق الكبيرة,جذب ودفع عربة التسوق داخل المتجر للمشتريات الكثيرة,المتجر,أسبوعيًا,إدارة المنزل,41,معتمد مبدئيًا,Pasted text(51).txt
SHOP-042,DOM-SHOP,حمل سلة التسوق اليدوية,حمل السلة اليدوية للتسوق السريع بعدد قليل من المنتجات,المتجر,يوميًا,إدارة المنزل,42,معتمد مبدئيًا,Pasted text(51).txt
SHOP-043,DOM-SHOP,وزن المنتجات الطازجة,وضع الخضار والفواكه على الميزان لتحديد السعر قبل التعبئة,المتجر,أسبوعيًا,المطبخ، الميزانية,43,معتمد مبدئيًا,Pasted text(51).txt
SHOP-044,DOM-SHOP,طلب المساعدة من موظف المتجر,سؤال أحد الموظفين عن مكان منتج أو توفره أو نوعيته,المتجر,عند الحاجة,التواصل، إدارة المنزل,44,معتمد مبدئيًا,Pasted text(51).txt
SHOP-045,DOM-SHOP,تجربة الملابس في غرفة القياس,دخول غرفة القياس لتجربة الملابس أو الأحذية قبل الشراء,متجر الملابس,موسميًا,الملابس، المظهر الشخصي,45,معتمد مبدئيًا,Pasted text(51).txt
SHOP-046,DOM-SHOP,استخدام كوبونات الخصم أو العروض,تقديم كوبون خصم أو استخدام عرض ترويجي عند الدفع,المتجر,عند الحاجة,الميزانية,46,معتمد مبدئيًا,Pasted text(51).txt
SHOP-047,DOM-SHOP,التحقق من نقاط الولاء,الاستعلام عن نقاط برنامج الولاء واستخدامها للخصم,المتجر,أسبوعيًا,الميزانية,47,معتمد مبدئيًا,Pasted text(51).txt
SHOP-048,DOM-SHOP,الوقوف في طابور المحاسبة,الانتظار في الصف أمام الكاشير لدفع قيمة المشتريات,المتجر,أسبوعيًا,إدارة المنزل,48,معتمد مبدئيًا,Pasted text(51).txt
SHOP-049,DOM-SHOP,وضع المنتجات على حزام المحاسبة,نقل المنتجات من العربة إلى حزام الكاشير للمسح,المتجر,أسبوعيًا,إدارة المنزل,49,معتمد مبدئيًا,Pasted text(51).txt
SHOP-050,DOM-SHOP,تعبئة المشتريات في أكياس,وضع المنتجات المدفوعة في أكياس التغليف الورقية أو البلاستيكية,المتجر,أسبوعيًا,إدارة المنزل,50,معتمد مبدئيًا,Pasted text(51).txt
SHOP-051,DOM-SHOP,الدفع نقداً,دفع قيمة المشتريات بالعملة الورقية والمعدنية للكاشير,المتجر,أسبوعيًا,الإدارة المالية,51,معتمد مبدئيًا,Pasted text(51).txt
SHOP-052,DOM-SHOP,الدفع ببطاقة الصراف أو الائتمان,السحب من البطاقة البنكية لدفع قيمة المشتريات,المتجر,أسبوعيًا,الإدارة المالية,52,معتمد مبدئيًا,Pasted text(51).txt
SHOP-053,DOM-SHOP,الدفع عبر المحفظة الرقمية,استخدام الهاتف والمحفظة الإلكترونية للمسح والدفع,المتجر,أسبوعيًا,التواصل الرقمي، الإدارة المالية,53,معتمد مبدئيًا,Pasted text(51).txt
SHOP-054,DOM-SHOP,استخدام ماكينة الخروج الذاتي,مسح وتعبئة المنتجات في ماكينة الدفع الذاتي دون كاشير,المتجر,عند الحاجة,التواصل الرقمي، إدارة المنزل,54,معتمد مبدئيًا,Pasted text(51).txt
SHOP-055,DOM-SHOP,طلب فاتورة رسمية,طلب فاتورة ضريبية أو رسمية للمشتريات من الكاشير,المتجر,عند الحاجة,الإدارة المالية,55,معتمد مبدئيًا,Pasted text(51).txt
SHOP-056,DOM-SHOP,حمل المشتريات من المتجر,حمل الأكياس والصناديق من الكاشير إلى خارج المتجر,المتجر,أسبوعيًا,إدارة المنزل,56,معتمد مبدئيًا,Pasted text(51).txt
SHOP-057,DOM-SHOP,نقل المشتريات إلى صندوق السيارة,وضع الأكياس والصناديق في صندوق السيارة,موقف السيارات,أسبوعيًا,التنقل، إدارة المنزل,57,معتمد مبدئيًا,Pasted text(51).txt
SHOP-058,DOM-SHOP,ترتيب المشتريات في السيارة,ترتيب المشتريات داخل السيارة لتجنب الانهيار أو التلف,السيارة,أسبوعيًا,التنقل، إدارة المنزل,58,معتمد مبدئيًا,Pasted text(51).txt
SHOP-059,DOM-SHOP,إخراج المشتريات من السيارة,نقل المشتريات من صندوق السيارة إلى خارجها,موقف المنزل,أسبوعيًا,إدارة المنزل,59,معتمد مبدئيًا,Pasted text(51).txt
SHOP-060,DOM-SHOP,إدخال المشتريات إلى المنزل,حمل المشتريات من الباب إلى داخل المنزل,المنزل,أسبوعيًا,إدارة المنزل,60,معتمد مبدئيًا,Pasted text(51).txt
SHOP-061,DOM-SHOP,تفريغ محتويات الأكياس,إخراج المنتجات من أكياس التسوق وفرزها,المنزل,أسبوعيًا,إدارة المنزل,61,معتمد مبدئيًا,Pasted text(51).txt
SHOP-062,DOM-SHOP,التخلص من الأكياس والأغلفة البلاستيكية,طي الأكياس أو رمي الأغلفة والتغليف في القمامة,المنزل,أسبوعيًا,البيئة، إدارة المنزل,62,معتمد مبدئيًا,Pasted text(51).txt
SHOP-063,DOM-SHOP,ترتيب المشتريات في الثلاجة,وضع المنتجات الباردة والسريعة التلف في أماكنها داخل الثلاجة,المطبخ,أسبوعيًا,المطبخ، إدارة المنزل,63,معتمد مبدئيًا,Pasted text(51).txt
SHOP-064,DOM-SHOP,ترتيب المشتريات في المخزن,وضع المواد الجافة والمعلبة في الخزائن أو المخزن المنزلي,المطبخ/المخزن,أسبوعيًا,المطبخ، إدارة المنزل,64,معتمد مبدئيًا,Pasted text(51).txt
SHOP-065,DOM-SHOP,تخزين المنظفات في مكانها المخصص,وضع المنظفات في خزانة التنظيف بعيداً عن متناول الأطفال,خزانة التنظيف,شهريًا,النظافة المنزلية، السلامة,65,معتمد مبدئيًا,Pasted text(51).txt
SHOP-066,DOM-SHOP,تخزين العناية الشخصية في الحمام,وضع الشامبو والصابون ومعجون الأسنان في أماكنها بالحمام,الحمام,شهريًا,النظافة الشخصية,66,معتمد مبدئيًا,Pasted text(51).txt
SHOP-067,DOM-SHOP,تعليق الملابس الجديدة في الخزانة,وضع الملابس المشتراة في الخزانة بعد إزالة الأوساخ,غرفة النوم,موسميًا,الملابس، التنظيم,67,معتمد مبدئيًا,Pasted text(51).txt
SHOP-068,DOM-SHOP,مراجعة الفاتورة والإيصالات,التحقق من صحة المبالغ والمنتجات المسجلة على الفاتورة,المنزل,بعد التسوق,الإدارة المالية,68,معتمد مبدئيًا,Pasted text(51).txt
SHOP-069,DOM-SHOP,تسجيل المصروفات في ميزانية المنزل,كتابة المبلغ المنفق في سجل الميزانية أو التطبيق,المنزل,بعد التسوق,الإدارة المالية، الميزانية,69,معتمد مبدئيًا,Pasted text(51).txt
SHOP-070,DOM-SHOP,حفظ الإيصالات للضمان أو الاستبدال,وضع الإيصالات في ملف مخصص للرجوع إليها لاحقاً,المنزل,بعد التسوق,الإدارة المالية، الصيانة,70,معتمد مبدئيًا,Pasted text(51).txt
SHOP-071,DOM-SHOP,التسوق الإلكتروني عبر موقع أو تطبيق,تصفح المتجر الرقمي واختيار المنتجات عبر الإنترنت,المنزل,شهريًا,التواصل الرقمي، إدارة المنزل,71,معتمد مبدئيًا,Pasted text(51).txt
SHOP-072,DOM-SHOP,إضافة منتجات إلى سلة التسوق الرقمية,اختيار المنتجات وإضافتها إلى السلة في التطبيق أو الموقع,المنزل,شهريًا,التواصل الرقمي,72,معتمد مبدئيًا,Pasted text(51).txt
SHOP-073,DOM-SHOP,البحث عن مراجعات المنتجات قبل الشراء,قراءة تقييمات المشترين السابقين على المنتج الرقمي,المنزل,عند الحاجة,التواصل الرقمي، إدارة المنزل,73,معتمد مبدئيًا,Pasted text(51).txt
SHOP-074,DOM-SHOP,إضافة منتج إلى قائمة الأمنيات,حفظ منتج للشراء لاحقاً في قائمة الأمنيات الإلكترونية,المنزل,عند الحاجة,التواصل الرقمي,74,معتمد مبدئيًا,Pasted text(51).txt
SHOP-075,DOM-SHOP,إتمام عملية الشراء الإلكترونية,إدخال بيانات الدفع وتأكيد الطلب عبر الإنترنت,المنزل,شهريًا,التواصل الرقمي، الإدارة المالية,75,معتمد مبدئيًا,Pasted text(51).txt
SHOP-076,DOM-SHOP,اختيار طريقة الشحن,اختيار بين الشحن السريع أو العادي أو الاستلام من المتجر,المنزل,عند الشراء,التواصل الرقمي، التنقل,76,معتمد مبدئيًا,Pasted text(51).txt
SHOP-077,DOM-SHOP,تتبع حالة الطلبية عبر الإنترنت,مراجعة حالة الشحن والموقع الحالي للطلبية عبر التطبيق,المنزل,بعد الشراء,التواصل الرقمي,77,معتمد مبدئيًا,Pasted text(51).txt
SHOP-078,DOM-SHOP,استلام إشعار وصول الطلبية,تلقي رسالة نصية أو بريد إلكتروني بتوفر الطلبية للاستلام,المنزل/الهاتف,عند الوصول,التواصل الرقمي,78,معتمد مبدئيًا,Pasted text(51).txt
SHOP-079,DOM-SHOP,استلام طلبية منزلية من مندوب التوصيل,استقبال مندوب التوصيل وتسلم الطلبية عند باب المنزل,مدخل المنزل,شهريًا,التواصل الرقمي، إدارة المنزل,79,معتمد مبدئيًا,Pasted text(51).txt
SHOP-080,DOM-SHOP,فحص المنتجات عند الاستلام,التحقق من سلامة المنتجات ومطابقتها للطلب عند التسلم,مدخل المنزل,عند الاستلام,إدارة المنزل، الصحة,80,معتمد مبدئيًا,Pasted text(51).txt
SHOP-081,DOM-SHOP,الدفع عند الاستلام,تسليم المبلغ نقداً أو بالبطاقة لمندوب التوصيل عند الباب,مدخل المنزل,عند الاستلام,الإدارة المالية,81,معتمد مبدئيًا,Pasted text(51).txt
SHOP-082,DOM-SHOP,التوقيع على إيصال استلام الطلبية,توقيع ورقة إثبات استلام الطلبية من مندوب التوصيل,مدخل المنزل,عند الاستلام,الإدارة المالية,82,معتمد مبدئيًا,Pasted text(51).txt
SHOP-083,DOM-SHOP,إعادة منتج إلى المتجر,العودة بالمنتج إلى المتجر الفعلي لإرجاعه,المتجر,عند الحاجة,الإدارة المالية,83,معتمد مبدئيًا,Pasted text(51).txt
SHOP-084,DOM-SHOP,استبدال منتج بمقاس أو لون مختلف,طلب تبديل المنتج بنفس النوع بمقاس أو لون أو عطر آخر,المتجر,عند الحاجة,الملابس/حسب النوع,84,معتمد مبدئيًا,Pasted text(51).txt
SHOP-085,DOM-SHOP,إرجاع منتج عبر التوصيل,طلب مندوب لاستلام منتج مرتجع من عنوان المنزل,المنزل,عند الحاجة,التواصل الرقمي، الإدارة المالية,85,معتمد مبدئيًا,Pasted text(51).txt
SHOP-086,DOM-SHOP,استرداد المبلغ المدفوع,استلام المبلغ النقدي أو إعادته للبطاقة بعد إرجاع المنتج,المتجر/البنك,عند الإرجاع,الإدارة المالية,86,معتمد مبدئيًا,Pasted text(51).txt
SHOP-087,DOM-SHOP,استلام رصيد متجر بدل المبلغ,الحصول على قسيمة شراء أو رصيد في المتجر بدل النقد,المتجر,عند الإرجاع,الإدارة المالية,87,معتمد مبدئيًا,Pasted text(51).txt
SHOP-088,DOM-SHOP,طلب صيانة أو ضمان للمنتج,التواصل مع المتجر لتفعيل الضمان أو طلب الصيانة,المتجر/الهاتف,عند العطل,الصيانة، الإدارة المالية,88,معتمد مبدئيًا,Pasted text(51).txt
SHOP-089,DOM-SHOP,الشراء بالتقسيط أو الدفع لاحقاً,استخدام خدمة تقسيط أو شراء الآن ادفع لاحقاً للمنتج,المتجر/الإنترنت,عند الحاجة,الإدارة المالية، الميزانية,89,معتمد مبدئيًا,Pasted text(51).txt
SHOP-090,DOM-SHOP,الشراء بالجملة لتوفير المال,شراء كميات كبيرة بسعر أقل للاستهلاك المطول,الجملة/السوق,شهريًا,الميزانية، إدارة المنزل,90,معتمد مبدئيًا,Pasted text(51).txt
SHOP-091,DOM-SHOP,تقسيم المشتريات بالجملة إلى أجزاء,تقسيم الكميات الكبيرة إلى عبوات أو حصص أصغر للاستخدام,المنزل,بعد الشراء,المطبخ، إدارة المنزل,91,معتمد مبدئيًا,Pasted text(51).txt
SHOP-092,DOM-SHOP,الشراء من بائع عبر وسائل التواصل الاجتماعي,طلب منتج من بائع على إنستغرام أو واتساب أو سناب,الهاتف/المنزل,عند الحاجة,التواصل الرقمي، المجتمع,92,معتمد مبدئيًا,Pasted text(51).txt
SHOP-093,DOM-SHOP,الشراء عبر تطبيقات توصيل الطعام,طلب طعام جاهز أو بقالة عبر تطبيقات التوصيل السريع,الهاتف/المنزل,أسبوعيًا,المطبخ، التواصل الرقمي,93,معتمد مبدئيًا,Pasted text(51).txt
SHOP-094,DOM-SHOP,الشراء من آلة البيع الآلية,شراء مشروب أو وجبة خفيفة أو منتج صغير من آلة البيع,المدرسة/المكتب/الشارع,عند الحاجة,التغذية، التنقل,94,معتمد مبدئيًا,Pasted text(51).txt
SHOP-095,DOM-SHOP,شراء وقود السيارة,تعبئة البنزين أو الديزل في خزان السيارة من المحطة,محطة الوقود,أسبوعيًا,السيارة، التنقل,95,معتمد مبدئيًا,Pasted text(51).txt
SHOP-096,DOM-SHOP,شراء تذاكر موقف أو مواصلات,شراء تذكرة وقوف أو تذاكر النقل العام أو المترو,الموقف/الشارع,عند الحاجة,التنقل، الميزانية,96,معتمد مبدئيًا,Pasted text(51).txt
SHOP-097,DOM-SHOP,شراء بطاقات شحن أو هدايا,شراء بطاقة شحن هاتف أو بطاقة هدايا من المتجر أو البقالة,المتجر/البقالة,شهريًا,التواصل الرقمي، العلاقات الاجتماعية,97,معتمد مبدئيًا,Pasted text(51).txt
SHOP-098,DOM-SHOP,استلام طلبية من نقطة استلام محددة,الذهاب لاستلام طلبية من خزانة أو متجر شريك محدد,نقطة الاستلام,عند الشراء,التواصل الرقمي، التنقل,98,معتمد مبدئيًا,Pasted text(51).txt
SHOP-099,DOM-SHOP,التبرع بمشتريات في نقاط التبرع بالمتجر,وضع منتجات في صناديق التبرع المخصصة داخل المتجر,المتجر,عند الحاجة,المجتمع والتطوع,99,معتمد مبدئيًا,Pasted text(51).txt
SHOP-100,DOM-SHOP,شراء منتجات موسمية (رمضان/العيد),شراء حلويات ومواد خاصة بالمناسبات الموسمية والأعياد,المتجر/السوق,موسميًا,المجتمع والثقافة، الدين,100,معتمد مبدئيًا,Pasted text(51).txt
SHOP-101,DOM-SHOP,شراء مستلزمات الحفلات والمناسبات,شراء بالونات وشموع وأدوات تزيين للحفلات والولائم,متجر الحفلات,عند المناسبات,العلاقات الاجتماعية,101,معتمد مبدئيًا,Pasted text(51).txt
SHOP-102,DOM-SHOP,شراء ماء معبأ أو جالونات,شراء قناني ماء كبيرة أو جالونات للشرب أو الضيافة,البقالة/المتجر,شهريًا,الصحة، إدارة المنزل,102,معتمد مبدئيًا,Pasted text(51).txt
SHOP-103,DOM-SHOP,شراء أو استبدال أنبوبة غاز منزلية,استبدال أو شراء أنبوبة غاز للطبخ المنزلي,محل الغاز,شهريًا,المطبخ، السلامة,103,معتمد مبدئيًا,Pasted text(51).txt
SHOP-104,DOM-SHOP,شراء مستلزمات الحيوانات الأليفة,شراء طعام أو أدوات نظافة أو ألعاب للحيوانات الأليفة,متجر الحيوانات/البقالة,شهريًا,رعاية الحيوانات,104,معتمد مبدئيًا,Pasted text(51).txt
SHOP-105,DOM-SHOP,شراء أدوات ومواد الخياطة والحرف,شراء خيوط وأقمشة أو أدوات حرف يدوية وأشغال,متجر الخياطة,عند الحاجة,المهارات المنزلية، الإبداع,105,معتمد مبدئيًا,Pasted text(51).txt
