card_id,opportunity_id,why,before_start,participation_steps,make_it_easier,participation_levels,indicators,whats_next,support_notes,status,source_file
CLO-040-CARD001,CLO-040-OP001,لتعلّم معايير النظافة الخاصة بالقطع الملامسة للبشرة مباشرة.,تجهيز سلة منفصلة لهذه القطع.,تجميع اللباس الداخلي والجوارب. وضعها في دورة غسيل منفصلة. تشغيل الغسالة.,استخدام كيس شبكي صغير لتجميع الجوارب ومنع ضياعها.,المساعدة في التجميع. المشاركة في التشغيل. تنفيذ العملية كاملة.,الفصل المنتظم لهذه القطع عن بقية الغسيل.,"الارتباط بفرصة ""طي الملابس النظيفة"".",كيس شبكي مخصص للجوارب.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-041-CARD001,CLO-041-OP001,لتعلّم مهارة صيانة تُطيل عمر الأغراض الشخصية وتعزز الاهتمام بالمظهر.,تجهيز فرشاة ومادة تلميع مناسبة.,إزالة الأتربة عن الحذاء. تطبيق مادة التلميع. تلميعه بالفرشاة. تركه ليجف.,استخدام مناديل تلميع جاهزة بدل المواد السائلة لتبسيط الخطوات.,المراقبة. المساعدة في التلميع. التنظيف الكامل المستقل.,الانتظام الأسبوعي في تنفيذ المهمة.,"الانتقال إلى فرصة ""ترتيب الأحذية في مكان التخزين المخصص"".",مناديل تلميع جاهزة الاستخدام.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-042-CARD001,CLO-042-OP001,لتعلّم مهارة التنظيم اليومي والحفاظ على مدخل منزل مرتب.,التأكد من وجود مكان مخصص وواضح للأحذية.,خلع الحذاء عند الدخول. وضعه في الرف أو المكان المخصص. ترتيبه بجانب الزوج المطابق.,استخدام رف منخفض بعلامات لكل فرد من الأسرة.,المساعدة في الترتيب. الترتيب اليومي المستقل. الإشراف على ترتيب أحذية بقية الأسرة أيضًا.,الانتظام اليومي دون تذكير.,"الارتباط بفرصة ""البحث عن زوج حذاء مناسب للمناسبة"".",رف أو علامات تخصيص لكل فرد.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-043-CARD001,CLO-043-OP001,لربط اختيار الحذاء بنوع النشاط والزي، وتعزيز مهارة اتخاذ القرار.,معرفة نوع النشاط أو المناسبة المخطط لها.,مراجعة رف الأحذية. اختيار الزوج المناسب للنشاط. التأكد من نظافته وجاهزيته.,تصنيف الأحذية إلى فئات (يومي/رياضي/رسمي) بعلامات واضحة.,المساعدة في الاختيار. الاختيار من بين خيارين. الاختيار الكامل المستقل.,ملاءمة الاختيار لنوع النشاط دون تصحيح.,"الارتباط بفرصة ""ارتداء الملابس"" أو ""اختيار ملابس مناسبة لمناسبة اجتماعية أو رسمية"".",تصنيف مرئي للأحذية حسب النوع.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-044-CARD001,CLO-044-OP001,لتعلّم تقدير قيمة الأغراض ومحاولة إصلاحها قبل استبدالها.,تحديد نوع التلف (كعب، نعل، رباط).,فحص الحذاء وتحديد المشكلة. تقرير إن كان الإصلاح منزليًا أو يحتاج محل متخصص. تنفيذ الإصلاح أو تسليمه للمختص.,الاقتصار على إصلاحات بسيطة منزليًا (مثل تغيير الرباط) وترك الباقي للمختص.,المرافقة فقط عند التوجه للمحل. المساعدة في إصلاح بسيط منزلي. تنفيذ الإصلاح البسيط بمفرده (مثل تغيير الرباط).,التمييز الصحيح بين ما يمكن إصلاحه منزليًا وما يحتاج مختصًا.,"الارتباط بفرصة ""ترتيب الأحذية في مكان التخزين المخصص"".",لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-045-CARD001,CLO-045-OP001,لتعلّم مهارة تنظيم دقيقة لعناصر صغيرة قابلة للضياع.,تجهيز أدراج أو خطافات مخصصة للإكسسوارات.,تجميع الإكسسوارات المتناثرة. فرزها حسب النوع. تعليقها أو وضعها في مكانها المخصص.,استخدام خطافات فردية لكل نوع من الإكسسوارات.,المساعدة في الفرز. الترتيب الجزئي. الترتيب الكامل المستقل.,سهولة إيجاد الإكسسوار المطلوب عند الحاجة.,"الارتباط بفرصة ""اختيار إكسسوارات مناسبة للملابس المرتداة"".",خطافات أو أدراج مخصصة مصنّفة.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-046-CARD001,CLO-046-OP001,لتعزيز حس التنسيق والمظهر الشخصي المكتمل.,معرفة الزي المختار مسبقًا.,مراجعة الزي المرتدى. اختيار إكسسوار مناسب (حزام/وشاح/ربطة). ارتداؤه والتأكد من التناسق.,تجهيز أطقم جاهزة مسبقًا (ملابس + إكسسوار متناسق) لتقليل عدد القرارات.,المساعدة في الاختيار. الاختيار من بين خيارين. الاختيار الكامل المستقل.,تحسّن التناسق بين الملابس والإكسسوار بمرور الوقت.,"الارتباط بفرصة ""خلع الملابس في نهاية اليوم"" لإعادة الإكسسوار لمكانه.",أطقم جاهزة مسبقة التجهيز.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-047-CARD001,CLO-047-OP001,لتعلّم الاستجابة السريعة للحاجة الجسدية والحفاظ على الراحة والكرامة الشخصية.,تجهيز طقم ملابس بديل ومستلزمات النظافة قريبة دائمًا.,ملاحظة الحادثة والاستجابة فورًا. تنظيف الطفل. ارتداء ملابس نظيفة. وضع الملابس المتسخة في مكانها الصحيح للغسيل.,الإبقاء على طقم بديل جاهز دائمًا في متناول اليد.,طلب المساعدة عند الحاجة. المشاركة في الخطوات البسيطة (مثل اختيار الملابس البديلة). التعرف المبكر والإبلاغ الذاتي عن الحاجة للتغيير.,سرعة التعرف على الحاجة والتعبير عنها.,"الارتباط بفرصة ""غسل ملابس الأطفال الرضع بشكل منفصل"".",طقم ملابس بديل جاهز دائمًا، بطاقة تعبير عن الحاجة.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-048-CARD001,CLO-048-OP001,لتعلّم مفهوم العناية الخاصة بالفئات الأكثر حساسية في الأسرة.,التأكد من استخدام منظف مخصص للرضع.,تجميع ملابس الرضيع. وضعها في دورة غسيل منفصلة. استخدام المنظف اللطيف المخصص.,تخصيص سلة صغيرة منفصلة لملابس الرضيع فقط.,المساعدة في التجميع. المشاركة في التشغيل. تنفيذ العملية كاملة تحت إشراف عام.,الفصل المنتظم لهذه الملابس عن بقية الغسيل.,"الارتباط بفرصة ""طي الملابس النظيفة"" و""ترتيب ملابس الأطفال حسب العمر والمقاس"".",سلة منفصلة مخصصة لملابس الرضيع.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-049-CARD001,CLO-049-OP001,لتعلّم مهارة التصنيف المرتبطة بمتابعة نمو الأطفال.,تجهيز أدراج أو رفوف مخصصة لكل طفل أو مقاس.,فرز الملابس حسب المقاس. فرزها حسب النوع (يومي/مناسبات). ترتيبها في الأدراج المخصصة.,وضع ملصقات مقاس واضحة على كل درج.,المساعدة في الفرز. ترتيب درج واحد. تنفيذ الترتيب الكامل شهريًا.,دقة التصنيف حسب المقاس الصحيح.,"الارتباط بفرصة ""تفقد مقاسات الملابس وتحديثها مع نمو الأطفال"".",ملصقات مقاسات على الأدراج.,معتمد مبدئيًا,Pasted markdown(20).md
CLO-050-CARD001,CLO-050-OP001,لتعلّم متابعة التغيّر الجسدي الذاتي والتعبير عن الشعور بالضيق أو عدم الملاءمة.,تخصيص وقت دوري (موسمي أو شهري) للتجربة.,تجربة قطع مختارة من الخزانة. تحديد ما أصبح ضيقًا أو قصيرًا. فصل هذه القطع عن الخزانة.,ربط هذه المهمة بموعد ثابت متكرر (بداية كل فصل).,المساعدة في التجربة. التعبير عن الشعور بعدم الملاءمة. تقييم القطع بشكل مستقل والإبلاغ عنها.,التعبير الذاتي المبكر عن عدم ملاءمة قطعة معينة.,"الارتباط بفرصة ""تمرير ملابس الأطفال الكبار للأصغر سناً"" أو ""شراء ملابس جديدة للأسرة"".",جدول تذكير دوري بموعد التجربة.,معتمد مبدئيًا,Pasted markdown(20).md
