opportunity_id,event_id,opportunity_name_ar,display_order,future_participation_level,safety_mode,status,source_file,participation_level,role_scope,organization_demand,variation_demand,classification_reason,review_required
COMM-010-OP003,COMM-010,استلام إيصال موعد الإرجاع,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
COMM-011-OP001,COMM-011,التوجه لمكتب إرجاع الكتب,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
COMM-011-OP002,COMM-011,تسليم الكتب للموظف أو وضعها في الصندوق,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
COMM-011-OP003,COMM-011,التأكد من إتمام عملية الإرجاع في النظام,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
COMM-012-OP001,COMM-012,إبراز تذكرة الحضور عند المدخل,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-012-OP002,COMM-012,الوصول للمقعد المخصص,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-012-OP003,COMM-012,المشاركة في التفاعل أثناء الفعالية,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
COMM-012-OP004,COMM-012,المغادرة بعد انتهاء النشاط,4,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-013-OP001,COMM-013,الحصول على جدول الفعاليات أو خريطة المعرض,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
COMM-013-OP002,COMM-013,التنقل بين الأجنحة,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
COMM-013-OP003,COMM-013,الاستفسار من ممثلي الأجنحة عن المعروضات,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
COMM-014-OP001,COMM-014,شراء تذكرة العرض,1,,مرافقة,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
COMM-014-OP002,COMM-014,شراء وجبات خفيفة قبل بدء العرض,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
COMM-014-OP003,COMM-014,التوجه للمقعد الخاص,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-014-OP004,COMM-014,مغادرة القاعة بعد انتهاء العرض,4,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-015-OP001,COMM-015,قطع تذكرة الدخول,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-015-OP002,COMM-015,التجول في أروقة المتحف,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
COMM-015-OP003,COMM-015,قراءة اللوحات التعريفية للأعمال,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-015-OP004,COMM-015,التوجه لمتجر المتحف التذكاري,4,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,false
COMM-016-OP001,COMM-016,تعبئة طلب الانضمام أو التجديد,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
COMM-016-OP002,COMM-016,دفع الرسوم,2,,إشراف مباشر,معتمد مبدئيًا,community_opportunities_assistant_2,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
COMM-016-OP003,COMM-016,استلام بطاقة العضوية,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-017-OP001,COMM-017,ارتداء ملابس التمرين,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
COMM-017-OP002,COMM-017,التوجه للملعب أو الصالة المحددة,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-017-OP003,COMM-017,المشاركة في التمرين الجماعي,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
COMM-017-OP004,COMM-017,ترتيب الأدوات بعد الانتهاء,4,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-018-OP001,COMM-018,الوصول إلى المرافق الرياضية,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-018-OP002,COMM-018,استخدام الأجهزة المتاحة في الملعب,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-018-OP003,COMM-018,مغادرة الموقع بعد انتهاء التمرين,3,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
COMM-019-OP001,COMM-019,تجهيز أغراض السباحة أو الاستجمام,1,,,معتمد مبدئيًا,community_opportunities_assistant_2,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
COMM-019-OP002,COMM-019,اختيار موقع الجلوس على الشاطئ,2,,,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,moderate,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,false
COMM-019-OP003,COMM-019,السباحة أو المشي في المناطق المحددة,3,,إشراف مباشر,معتمد مبدئيًا,community_opportunities_assistant_2,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
